title,pubDate,guid,link,description,Predicted_Category
Man who drugged wife in French mass rape case told: You'll die alone,2024-11-20 19:56,https://www.bbc.com/news/articles/cy8722kz54go#3,https://www.bbc.com/news/articles/cy8722kz54go,Tensions burst into the open in court when Dominique Pelicot is accused by his daughter of lying.,World
Watch: The TikTokers filming destroyed homes in Beirut,2024-11-20 17:28,https://www.bbc.com/news/videos/cx2n1rq9ppdo#3,https://www.bbc.com/news/videos/cx2n1rq9ppdo,"In Beirut, two TikTokers are filming the damage caused by Israeli air strikes for families who have fled.",Technology
Baby's body found in field near motorway bridge,2024-11-20 18:59,https://www.bbc.com/news/articles/c0en27ppzzlo#3,https://www.bbc.com/news/articles/c0en27ppzzlo,Detectives are trying to establish the baby's identity as well as when and how he or she died.,Health
How serious are Putin's nuclear threats?,2024-11-19 00:01,https://www.bbc.co.uk/sounds/play/p0k5vv1t#5,https://www.bbc.co.uk/sounds/play/p0k5vv1t,Three Ukrainians on how their lives have changed and their hopes for peace,Lifestyle
UK Storm Shadow missiles strike Russia,2024-11-20 18:06,https://www.bbc.co.uk/sounds/play/p0k5vzq8#5,https://www.bbc.co.uk/sounds/play/p0k5vzq8,And is President Biden Trump-proofing US support to Ukraine?,Politics
Five talking points as Premier League returns,2024-11-20 14:01,https://www.bbc.com/sport/football/articles/cdxyk2777keo#7,https://www.bbc.com/sport/football/articles/cdxyk2777keo,BBC Sport looks at five talking points from the Premier League as the international break ends.,Sports
"Bentancur, Son & the rise of racism against South East Asians in football",2024-11-20 13:38,https://www.bbc.com/sport/football/articles/cde7p7yy6nno#7,https://www.bbc.com/sport/football/articles/cde7p7yy6nno,BBC Sport looks at the rise in racism towards East and South East Asian players and fans in football.,Sports
Smith's game IQ increasing all the time - Strawbridge,2024-11-20 22:21,https://www.bbc.com/sport/rugby-union/articles/cwy128ne54lo#7,https://www.bbc.com/sport/rugby-union/articles/cwy128ne54lo,"Fly-half Marcus Smith is getting ""better and better"" at having a deeper understanding of Test rugby, says England assistant coach Andrew Strawbridge.",Sports
What is it really like to play under 'genius' Guardiola?,2024-11-20 09:07,https://www.bbc.com/sport/football/videos/cx281pm1zwxo#7,https://www.bbc.com/sport/football/videos/cx281pm1zwxo,"What is it like to play for a notoriously demanding coach? Players from Manchester City, Bayern Munich and Barcelona reflect on working under Pep Guardiola.",Sports
Why retiring Nadal means 'everything' to Spain,2024-11-20 10:41,https://www.bbc.com/sport/tennis/articles/c0k82g8lzn0o#7,https://www.bbc.com/sport/tennis/articles/c0k82g8lzn0o,"Rafael Nadal retires from professional tennis after a 23-year career like no other. On a night of gratitude and grief, Spain led the world in saying ""Gracias Rafa"".",Sports
Gatland has desire to remain Wales coach,2024-11-20 18:01,https://www.bbc.com/sport/rugby-union/articles/cvgezpwqyvgo#7,https://www.bbc.com/sport/rugby-union/articles/cvgezpwqyvgo,Warren Gatland says he has a strong desire to remain as Wales head coach as he prepares to face world champions South Africa on Saturday.,World
"Sara Sharif begged parents’ forgiveness, jury told",2024-11-20 17:20,https://www.bbc.com/news/articles/c789qx3zyzwo#8,https://www.bbc.com/news/articles/c789qx3zyzwo,"Sara Sharif’s father Urfan Sharif, stepmum Beinash Batool and uncle, Faisal Malik deny all charges.",World
GAA reconsiders extra Casement funds as costs fall,2024-11-20 16:07,https://www.bbc.com/news/articles/c0qd20vzp3vo#8,https://www.bbc.com/news/articles/c0qd20vzp3vo,"The GAA say additional funds will be reliant on seeing ""the colour of the money from the Treasury"".",Sports
Three arrested in Glasgow bus station evacuation,2024-11-20 21:59,https://www.bbc.com/news/articles/c78dkj4xm4zo#8,https://www.bbc.com/news/articles/c78dkj4xm4zo,The bomb squad was called out after reports of a suspicious package at Scotland's busiest bus station.,World
'Black-market obesity drug made me think I'd die',2024-11-20 23:00,https://www.bbc.com/news/articles/c2e7vegnw2do#8,https://www.bbc.com/news/articles/c2e7vegnw2do,Paige Roberts was left needing hospital treatment after injections made her vomit for 48 hours.,Health
Putin warns West as Russia hits Ukraine with new missile,2024-11-21 20:49,https://www.bbc.com/news/articles/cy4n9vgwnnyo#0,https://www.bbc.com/news/articles/cy4n9vgwnnyo,Russia's president says the attack on Dnipro is a response to Ukraine's use of long-range US and UK weaponry.,Politics
Briton Simone White dies after suspected mass poisoning in Laos,2024-11-21 18:44,https://www.bbc.com/news/articles/cx27wyrxz9yo#0,https://www.bbc.com/news/articles/cx27wyrxz9yo,The 28-year-old lawyer becomes the fifth person to die from suspected methanol poisoning.,Health
'We were charged £720 to have a key cut': BBC told of leaseholders' woes,2024-11-22 00:02,https://www.bbc.com/news/articles/cy84g9822gro#0,https://www.bbc.com/news/articles/cy84g9822gro,A BBC News investigation reveals multiple complaints about charges imposed by a major freeholder.,Politics
The feudal hangover that accounts for a fifth of homes,2024-11-22 00:06,https://www.bbc.com/news/articles/c3e8x0084x5o#0,https://www.bbc.com/news/articles/c3e8x0084x5o,"The number of leasehold dwellings has increased by 100,000 a year, figures show.",Lifestyle
"Arrest warrants issued for Netanyahu, Gallant and Hamas commander over alleged war crimes",2024-11-21 22:19,https://www.bbc.com/news/articles/cly2exvx944o#0,https://www.bbc.com/news/articles/cly2exvx944o,Judges accuse them over alleged war crimes and crimes against humanity related to Israel's war with Hamas.,World
CCTV shows Harshita Brella and husband near lake,2024-11-21 21:21,https://www.bbc.com/news/articles/cwygdjyx1d9o#0,https://www.bbc.com/news/articles/cwygdjyx1d9o,Police release an image of Ms Brella and Pankaj Lamba on the night they believe he killed her.,World
"'I was shocked' by Captain Tom charity, says ex-boss",2024-11-21 20:14,https://www.bbc.com/news/articles/cj6kg7wgw7no#0,https://www.bbc.com/news/articles/cj6kg7wgw7no,"The former chief executive of the Captain Tom Foundation tells the BBC he uncovered what he considered questionable practices.

",World
Gavin and Stacey cast in first official photo from final episode,2024-11-21 20:00,https://www.bbc.com/news/articles/cdxydz6vp01o#0,https://www.bbc.com/news/articles/cdxydz6vp01o,The first official photo from the final Gavin and Stacey episode is released ahead of Christmas Day.,Entertainment
'I am safe': US kayaker who faked death sends video to police,2024-11-21 23:44,https://www.bbc.com/news/articles/cd7nw8wxz13o#0,https://www.bbc.com/news/articles/cd7nw8wxz13o,"Police say Ryan Borgwardt is believed to be in Eastern Europe, and has sent a video to prove he is safe.",Health
Girl left near death after being drugged by mother,2024-11-21 14:25,https://www.bbc.com/news/articles/c5yrzdp04zno#0,https://www.bbc.com/news/articles/c5yrzdp04zno,"The woman was arrested after a urine test on her daughter found ibuprofen, which had not been prescribed.",Health
NFL issues warning after burglary gang targets Kelce and Mahomes,2024-11-21 22:15,https://www.bbc.com/sport/american-football/articles/crmz04znprdo#0,https://www.bbc.com/sport/american-football/articles/crmz04znprdo,The NFL issues a security warning to players about a criminal network targeting their homes following a series of break-ins.,Sports
The Papers: Netanyahu faces arrest and 'lawyer dies from methanol in drink',2024-11-21 23:26,https://www.bbc.com/news/articles/c774yv7lxkno#1,https://www.bbc.com/news/articles/c774yv7lxkno,Friday's papers are led by the arrest warrant issued by the ICC and the death of a British lawyer in Laos.,World
Seven memorable moments in the life of John Prescott ,2024-11-21 17:32,https://www.bbc.com/news/articles/cq8v1q2xn1lo#1,https://www.bbc.com/news/articles/cq8v1q2xn1lo,Lord Prescott spent a decade as Tony Blair's deputy and was seen as a custodian of traditional Labour values.,Politics
Fake-alcohol deaths highlight SE Asia's methanol problem,2024-11-21 18:36,https://www.bbc.com/news/articles/cde7j9j76x0o#1,https://www.bbc.com/news/articles/cde7j9j76x0o,The deaths of five tourists after apparently drinking tainted drinks highlight the wider issue of bootleg alcohol.,Health
Gardner: ICC warrants 'major blow to Israel's standing',2024-11-21 19:33,https://www.bbc.com/news/articles/ckgr4n0720eo#1,https://www.bbc.com/news/articles/ckgr4n0720eo,"Ordinary Palestinians in Gaza welcome the ICC's announcement, saying they hope it will bring ""justice"".",Lifestyle
What to know about the Matt Gaetz investigation,2024-11-22 00:00,https://www.bbc.com/news/articles/cew2z48rp70o#1,https://www.bbc.com/news/articles/cew2z48rp70o,Public pressure is growing to release a congressional ethics report into Gaetz's conduct.,Politics
Ukraine's double challenge: Russia's advance and the return of Trump,2024-11-21 17:01,https://www.bbc.com/news/articles/c36pypjdneyo#1,https://www.bbc.com/news/articles/c36pypjdneyo,Russia is advancing at its fastest pace since 2022. Will Trump help or hinder Ukraine's defence?,World
"UK war tech sent to Russia by Insta model's firm, documents seen by BBC show",2024-11-20 22:36,https://www.bbc.com/news/articles/cn4vzlx1350o#1,https://www.bbc.com/news/articles/cn4vzlx1350o,"£1.6m of British kit shipped to companies tied to Russian military despite sanctions, customs documents claim.",Finance
King Charles III's Coronation cost taxpayers £72m,2024-11-21 22:16,https://www.bbc.com/news/articles/c04lyddv2p5o#3,https://www.bbc.com/news/articles/c04lyddv2p5o,Government figures show that more than £20 million was spent by the Home Office policing the event.,World
Essex Police drops Allison Pearson investigation,2024-11-21 18:08,https://www.bbc.com/news/articles/c3rxy8727z2o#3,https://www.bbc.com/news/articles/c3rxy8727z2o,"The investigation is closed, but there will be a review of the force’s handling of the matter.",World
Blair leads tributes to Labour giant John Prescott,2024-11-21 17:09,https://www.bbc.com/news/articles/cdrdpvrdnddo#3,https://www.bbc.com/news/articles/cdrdpvrdnddo,"The former deputy prime minister, who was major figure in the New Labour project, has died aged 86.",Politics
Children in Need chair resigns over grants to scandal-hit LGBT charity,2024-11-21 16:56,https://www.bbc.com/news/articles/cp35652x26yo#3,https://www.bbc.com/news/articles/cp35652x26yo,Rosie Millard quit over grants for LGBT youth charity whose ex-chief was convicted of child sex assaults.,World
"Briton, 18, faces Dubai jail for sex with girl, 17",2024-11-21 13:39,https://www.bbc.com/news/articles/cd7nwnw1e32o#3,https://www.bbc.com/news/articles/cd7nwnw1e32o,"Marcus Fakana was arrested after a romance with a British girl, 17, on holiday, a campaigner says.",Lifestyle
Remembering John Prescott,2024-11-21 14:54,https://www.bbc.co.uk/sounds/play/p0k62tc3#5,https://www.bbc.co.uk/sounds/play/p0k62tc3,Peter Mandelson pays tribute to Labour giant John Prescott.,Politics
'Maybe the four defeats was why' - Guardiola signs new deal,2024-11-21 21:45,https://www.bbc.com/sport/football/articles/czxv2e3r1dgo#7,https://www.bbc.com/sport/football/articles/czxv2e3r1dgo,Manchester City manager Pep Guardiola signs a two-year contract extension to keep him at the club until 2027.,Sports
Verstappen defends 'on-the-limit' driving during title fight,2024-11-21 11:47,https://www.bbc.com/sport/formula1/articles/c0mz20v07pmo#7,https://www.bbc.com/sport/formula1/articles/c0mz20v07pmo,Max Verstappen tells BBC Sport in Las Vegas about the approach that has brought him to the cusp of a fourth world title.,Sports
Postecoglou backs Bentancur appeal after 'mistake',2024-11-21 14:54,https://www.bbc.com/sport/football/articles/cp87rkpyprwo#7,https://www.bbc.com/sport/football/articles/cp87rkpyprwo,"Tottenham head coach Ange Postecoglou says Rodrigo Bentancur is an ""outstanding person"" who made a ""mistake"" with his racial slur against team-mate Son Heung-min. ",Sports
"Watkins, Duran & defensive errors - Emery's four tactical dilemmas",2024-11-21 17:11,https://www.bbc.com/sport/football/articles/cx2d1j0v082o#7,https://www.bbc.com/sport/football/articles/cx2d1j0v082o,BBC Sport takes a tactical look at Unai Emery's Aston Villa struggles after four consecutive defeats.,Sports
When Alistair Brownlee helped brother Jonny over finish line,2024-11-21 10:28,https://www.bbc.com/sport/triathlon/videos/c5yxzxvl6v9o#7,https://www.bbc.com/sport/triathlon/videos/c5yxzxvl6v9o,Alistair Brownlee helps his exhausted brother Jonny over the finish line in a dramatic end to the Triathlon World Series in Mexico in 2016.,Sports
CCTV shows Harshita Brella and husband near lake,2024-11-21 21:21,https://www.bbc.com/news/articles/cwygdjyx1d9o#8,https://www.bbc.com/news/articles/cwygdjyx1d9o,Police release an image of Ms Brella and Pankaj Lamba on the night they believe he killed her.,World
Son of IRA murder victim calls Disney drama 'horrendous',2024-11-21 17:06,https://www.bbc.com/news/articles/c62961pp930o#8,https://www.bbc.com/news/articles/c62961pp930o,"The drama, aired on Disney+ in the UK, depicts the lives of several people during The Troubles.",Entertainment
Police warn against road travel during Storm Bert,2024-11-21 22:59,https://www.bbc.com/news/articles/cvged5y8qn2o#8,https://www.bbc.com/news/articles/cvged5y8qn2o,Amber weather warnings for heavy snow are in place for much of Scotland on Saturday.,Health
'Being stalked was worse than being held at gunpoint',2024-11-21 23:00,https://www.bbc.com/news/articles/c7v39365pyeo#8,https://www.bbc.com/news/articles/c7v39365pyeo,"Just five Stalking Prevention Orders were issued in 2023, despite more than 8,000 reports.",World
Putin says Russia will use new missile again in 'combat conditions',2024-11-22 19:47,https://www.bbc.com/news/articles/cx28dzvxjyjo#0,https://www.bbc.com/news/articles/cx28dzvxjyjo,"Ukraine's President Zelensky has urged a ""serious response"" to Moscow's use of its Oreshnik ballistic missile",Politics
Woman wins civil rape case against Conor McGregor,2024-11-22 22:22,https://www.bbc.com/news/articles/clyrxl00151o#0,https://www.bbc.com/news/articles/clyrxl00151o,A jury found that the Irish mixed martial arts fighter assaulted Nikita Hand in a Dublin hotel in 2018.,Sports
Parents 'devastated' over British woman's death in suspected Laos poisoning,2024-11-22 22:35,https://www.bbc.com/news/articles/c5y3ze59zzeo#0,https://www.bbc.com/news/articles/c5y3ze59zzeo,Simone White died in Laos after drinking alcohol suspected to have been laced with methanol.,Health
Two detained over Gatwick Airport 'suspect package',2024-11-22 20:18,https://www.bbc.com/news/articles/ced94pggwxpo#0,https://www.bbc.com/news/articles/ced94pggwxpo,An explosive ordnance disposal team was deployed after a suspected prohibited item was found.,World
"Storm Bert heads to UK with heavy rain, wind and snow",2024-11-22 21:46,https://www.bbc.com/news/articles/clyg7q6wnwxo#0,https://www.bbc.com/news/articles/clyg7q6wnwxo,Meteorologists forecast multiple weather hazards across the UK over the weekend due to the Atlantic storm.,Health
King accepts flowers for Queen who misses Royal Variety over illness,2024-11-22 21:49,https://www.bbc.com/news/articles/clyjex288plo#0,https://www.bbc.com/news/articles/clyjex288plo,"The Queen returned to public duties last week after a chest infection, but symptoms continue to linger.",Health
Farming tax row - BBC Verify on which figures are more reliable and why,2024-11-22 18:29,https://www.bbc.com/news/articles/c789yggdxn3o#0,https://www.bbc.com/news/articles/c789yggdxn3o,"Government claims have been hotly contested by farmers, and the BBC has been scrutinised for its analysis.",World
People smugglers who promoted Tripadvisor-style video reviews convicted,2024-11-22 13:54,https://www.bbc.com/news/articles/clyr3j07jp2o#0,https://www.bbc.com/news/articles/clyr3j07jp2o,"The smugglers offered the migrants bronze, silver, gold and platinum packages, depending on risk.",Lifestyle
Spain fines budget airlines $179m and wants ban on hand luggage charges,2024-11-22 17:40,https://www.bbc.com/news/articles/c8jy2dpv722o#0,https://www.bbc.com/news/articles/c8jy2dpv722o,"The government says charging for hand luggage and printing boarding passes at the airport are ""abusive practices"".",Lifestyle
Trump nominates Scott Bessent to lead US Treasury,2024-11-23 00:08,https://www.bbc.com/news/articles/cj3mv6l1ypyo#0,https://www.bbc.com/news/articles/cj3mv6l1ypyo,It ends what has proven to be one of the more protracted decisions for the president-elect as he assembles his team.,Politics
EasyJet passengers film Iceland volcano lava from above,2024-11-22 19:39,https://www.bbc.com/news/videos/cq521pw0pgjo#0,https://www.bbc.com/news/videos/cq521pw0pgjo,"Down below, a car park was swallowed up by lava and buildings were evacuated, but there was said to be no threat to air travel in the region.",World
No 10 indicates Netanyahu faces arrest if he enters UK,2024-11-22 21:03,https://www.bbc.com/news/articles/cjr4gvydxeno#0,https://www.bbc.com/news/articles/cjr4gvydxeno,"Downing Street refuses to comment on the case but says the government will fulfil its ""legal obligations"". ",Politics
Charged £720 to have a key cut - soaring bills drive leaseholders to breaking point,2024-11-22 00:02,https://www.bbc.com/news/articles/cy84g9822gro#1,https://www.bbc.com/news/articles/cy84g9822gro,A BBC News investigation reveals multiple complaints about charges imposed by a major freeholder.,Politics
What is methanol and how does it affect the body?,2024-11-22 17:22,https://www.bbc.com/news/articles/cn42rnp4n9jo#1,https://www.bbc.com/news/articles/cn42rnp4n9jo,Travellers are being warned of the dangers after six tourists in Laos died from methanol poisoning. ,Health
The Papers: 'Business blames budget' and 'UK economy takes hit',2024-11-22 23:33,https://www.bbc.com/news/articles/cr4l74zn7e0o#1,https://www.bbc.com/news/articles/cr4l74zn7e0o,"A survey indicating a slowdown in private business activity, which some blame on the government, leads the front pages.",World
"The rise of Pam Bondi,  longtime Trump ally who is new  pick for attorney general",2024-11-22 15:11,https://www.bbc.com/news/articles/c079y0r1j8po#1,https://www.bbc.com/news/articles/c079y0r1j8po,The 59-year-old was the first woman to head Florida's justice system and she is a longtime Trump ally.,Politics
Everything we know about Russia's Oreshnik missile,2024-11-22 17:59,https://www.bbc.com/news/articles/cvg07zw9vj1o#1,https://www.bbc.com/news/articles/cvg07zw9vj1o,Russia's President Putin said the new powerful missile was used against Ukraine on Thursday.,Technology
Will China step up if Trump takes a step back on climate change?,2024-11-22 12:07,https://www.bbc.com/news/articles/c3rx2drd8x8o#1,https://www.bbc.com/news/articles/c3rx2drd8x8o,"How future talks will play out if another superpower comes to the fore, just as the US steps back",Politics
BBC visits mpox clinic as WHO says DR Congo cases 'plateauing',2024-11-22 22:27,https://www.bbc.com/news/articles/cqxw1l05l1ro#1,https://www.bbc.com/news/articles/cqxw1l05l1ro,"Lwiro hospital was overrun when the BBC visited two months ago, now nurses say infections are easing.",Health
"Jailed cancer charity thief ordered to pay back rest of £95,000 she defrauded",2024-11-22 13:09,https://www.bbc.com/news/articles/cvg4jz2m5jno#3,https://www.bbc.com/news/articles/cvg4jz2m5jno,"Lindsay MacCallum was jailed for defrauding two charities of over £95,000 while working for them.",World
Allison Pearson says she felt 'bullied' in police probe,2024-11-22 20:33,https://www.bbc.com/news/articles/cvgxljkvzeeo#3,https://www.bbc.com/news/articles/cvgxljkvzeeo,"The Daily Telegraph columnist tells the BBC: ""I won’t censor myself but I will be more watchful in the future.""",Lifestyle
COP29 overruns as poor countries seethe over climate cash,2024-11-22 17:46,https://www.bbc.com/news/articles/c2l9y89v9jno#3,https://www.bbc.com/news/articles/c2l9y89v9jno,"Developing nations said a new cash offer from rich nations showed ""contempt for our vulnerable people"".",World
Dutch police find gnome made of MDMA during drug bust,2024-11-22 19:30,https://www.bbc.com/news/articles/cy9jr3y8gv5o#3,https://www.bbc.com/news/articles/cy9jr3y8gv5o,Police say they tested the gnome after finding it among suspected narcotics.,World
Gordon Brown declares opposition to assisted dying,2024-11-22 17:40,https://www.bbc.com/news/articles/c207yjrn7r6o#3,https://www.bbc.com/news/articles/c207yjrn7r6o,"The bill, proposed by backbench Labour MP Kim Leadbeater, is set to be debated in parliament on Friday. ",Politics
Family say Harshita Brella will not be forgotten,2024-11-22 12:51,https://www.bbc.com/news/articles/cj9nggjglm7o#3,https://www.bbc.com/news/articles/cj9nggjglm7o,Harshita Brella's loved ones have released a new photo and a tribute to their sister and daughter.,Health
"Sara Sharif’s dad is in eternal hell, jury told",2024-11-22 17:12,https://www.bbc.com/news/articles/ckgr44dxydeo#3,https://www.bbc.com/news/articles/ckgr44dxydeo,"Sara's father, Urfan Sharif, will be in the “circles of hell for eternity”, the Old Bailey hears.",World
"The Week: Ukraine, Israel and John Prescott reflections",2024-11-22 11:01,https://www.bbc.co.uk/sounds/play/p0k68jly#5,https://www.bbc.co.uk/sounds/play/p0k68jly,"Adam, Alex, Chris and Henry wrap up the week",Entertainment
'Dreamer' Amorim 'right guy' to revive Man Utd,2024-11-22 14:21,https://www.bbc.com/sport/football/articles/cg7g4m8dkd1o#7,https://www.bbc.com/sport/football/articles/cg7g4m8dkd1o,"Ruben Amorim says he is the ""right guy at the right time"" to turn Manchester United around. ",Sports
'I will be here' - Guardiola's relegation promise to Man City,2024-11-22 22:30,https://www.bbc.com/sport/football/articles/cn42rn78d1go#7,https://www.bbc.com/sport/football/articles/cn42rn78d1go,Pep Guardiola says he will stand by Manchester City even if they are relegated over alleged breaches of financial rules.,Sports
World champions South Africa lie in wait for Wales ,2024-11-22 20:00,https://www.bbc.com/sport/rugby-union/articles/c1wjynv81nwo#7,https://www.bbc.com/sport/rugby-union/articles/c1wjynv81nwo,World champions South Africa arrive in Cardiff to take on a Wales side facing the prospect of losing a 12th successive international.,World
I want England to be brave with the ball - Borthwick,2024-11-22 17:27,https://www.bbc.com/sport/rugby-union/articles/cvg4jy87jj4o#7,https://www.bbc.com/sport/rugby-union/articles/cvg4jy87jj4o,England head coach Steve Borthwick urges his players to persist with an attacking style of play despite three defeats this autumn.,Sports
Vardy best England striker of his generation - Maresca,2024-11-22 22:30,https://www.bbc.com/sport/football/articles/cgj7x53qjzeo#7,https://www.bbc.com/sport/football/articles/cgj7x53qjzeo,Chelsea manager Enzo Maresca says Leicester City's Jamie Vardy is England's best striker in his generation before his side's trip to his former side.,Sports
'Chaos for Australia!' Hosts collapse to 67-7 against India,2024-11-22 10:55,https://www.bbc.com/sport/cricket/videos/cy87d29ej5jo#7,https://www.bbc.com/sport/cricket/videos/cy87d29ej5jo,Watch as Australia collapse to 67-7 in reply to India's first-innings score of 150 on day one of the first Test in Perth.,Sports
Bomb disposal unit at bus station after 'alert',2024-11-22 21:51,https://www.bbc.com/news/articles/cde7j8pj24wo#8,https://www.bbc.com/news/articles/cde7j8pj24wo,Police cordon off Chester railway station and trains are disrupted following a security alert.,World
Woman wins civil rape case against Conor McGregor,2024-11-22 22:22,https://www.bbc.com/news/articles/clyrxl00151o#8,https://www.bbc.com/news/articles/clyrxl00151o,A jury found that the Irish mixed martial arts fighter assaulted Nikita Hand in a Dublin hotel in 2018.,Sports
Storm Bert amber snow warning extended in Scotland,2024-11-22 22:02,https://www.bbc.com/news/articles/cqxw1x9d5zno#8,https://www.bbc.com/news/articles/cqxw1x9d5zno,Yellow weather warnings for snow are in place for much of Scotland this weekend.,Health
'Gutted for the girls' as claims grow against football star ,2024-11-22 22:55,https://www.bbc.com/news/articles/c86q2d0ez1go#8,https://www.bbc.com/news/articles/c86q2d0ez1go,Natasha Harding faces fresh allegations from people who say they gave her money she hasn't returned.,World
"No 'red lines' in Ukraine support, French foreign minister tells BBC",2024-11-23 15:47,https://www.bbc.com/news/articles/czd5myvyrjzo#0,https://www.bbc.com/news/articles/czd5myvyrjzo,Jean-Noël Barrot speaks to Laura Kuenssberg after a week of escalation in Ukraine.,World
Man dies after tree falls on car as Storm Bert sweeps UK,2024-11-23 21:07,https://www.bbc.com/news/articles/clyg7q6wnwxo#0,https://www.bbc.com/news/articles/clyg7q6wnwxo,"Weather warnings for rain, wind, and floods remain in place for much of England, Scotland, and Wales.",World
'Refused service yet again with my guide dog - I'm done speaking out',2024-11-24 00:04,https://www.bbc.com/news/articles/c87x2p535wqo#0,https://www.bbc.com/news/articles/c87x2p535wqo,Sean Dilley is inundated with abuse on social media whenever he posts about  discrimination issues.,World
Your pictures of Storm Bert from around the UK,2024-11-23 17:05,https://www.bbc.com/news/articles/c5yr40qjegeo#0,https://www.bbc.com/news/articles/c5yr40qjegeo,There's widespread disruption across the country as severe weather hits large areas.,World
'Are we not humans?': Anger in Beirut as massive Israeli strike kills 20,2024-11-23 20:40,https://www.bbc.com/news/articles/cy8ne9757jdo#0,https://www.bbc.com/news/articles/cy8ne9757jdo,The death toll from the strike on a multi-storey building in central Beirut's Basta district is expected to rise.,World
Murray to coach Djokovic at Australian Open,2024-11-23 16:22,https://www.bbc.com/sport/tennis/articles/ckgzvlxyvxgo#0,https://www.bbc.com/sport/tennis/articles/ckgzvlxyvxgo,Andy Murray will coach his long-time former rival Novak Djokovic at the Australian Open in 2025.,Sports
"'Trust and reserve judgement' on rebrand, says Jaguar after backlash",2024-11-23 17:03,https://www.bbc.com/news/articles/c20ny39wpg3o#0,https://www.bbc.com/news/articles/c20ny39wpg3o,"The iconic carmaker's rebrand has certainly caught people's attention, but will it pay off?",World
Mystery drones seen over three US air bases in UK,2024-11-23 21:24,https://www.bbc.com/news/articles/cly2j54g5j9o#0,https://www.bbc.com/news/articles/cly2j54g5j9o,"The United States Air Force says it is unclear if the ""small unmanned aerial systems"" were hostile.",Technology
UK wants to hire EU negotiator to 'reset' relations,2024-11-23 19:04,https://www.bbc.com/news/articles/cjw0xngdj2jo#0,https://www.bbc.com/news/articles/cjw0xngdj2jo,"The role will “prepare and lead negotiations with the EU on key UK interests”, the job posting said.",Politics
Kayaker's leg amputated in middle of river after 20-hour rescue,2024-11-23 13:49,https://www.bbc.com/news/articles/cvg4v74drnmo#0,https://www.bbc.com/news/articles/cvg4v74drnmo,"Medics made the ""life or death"" decision with the tourist after multiple attempts to free him from rapids failed.",Health
Israel investigates as Hamas says female hostage killed,2024-11-23 22:09,https://www.bbc.com/news/articles/ckgzvqx252yo#0,https://www.bbc.com/news/articles/ckgzvqx252yo,The woman's identity has not been revealed and it is unclear how or when she is said to have died.,Health
China's huge sinkholes reveal hidden treasures as viral videos draw tourists,2024-11-23 01:22,https://www.bbc.com/news/articles/c8697gqwyx6o#1,https://www.bbc.com/news/articles/c8697gqwyx6o,"These caves were unexplored for thousands of years, protected by swirling mists and terrifying tales.",Lifestyle
The Papers: 'Two thirds back assisted dying' and 'Putin ready to cripple Britain',2024-11-23 23:34,https://www.bbc.com/news/articles/c36pdz2gegjo#1,https://www.bbc.com/news/articles/c36pdz2gegjo,The upcoming vote on legalising assisted dying and the rising threat of Russia leads several papers.,Politics
A toxic staffing row is splitting the NHS,2024-11-23 00:05,https://www.bbc.com/news/articles/c2dly5ldrxjo#1,https://www.bbc.com/news/articles/c2dly5ldrxjo,"A toxic row has engulfed the NHS, say ministers. So why have doctors turned on physician associates?",Health
Free shots and beer buckets in party town at centre of suspected methanol deaths,2024-11-23 00:08,https://www.bbc.com/news/articles/cdxv700qg50o#1,https://www.bbc.com/news/articles/cdxv700qg50o,Six foreign tourists have died after apparently drinking contaminated alcohol in a remote Laos party town.,Health
Will Rachel Reeves' difficult week cause her lasting damage?,2024-11-23 00:10,https://www.bbc.com/news/articles/c170yk127x1o#1,https://www.bbc.com/news/articles/c170yk127x1o,BBC's Ben Wright looks at the impact of a tricky week of scrutiny for the chancellor.,Politics
"Lava, letters and a loch: Photos of the week",2024-11-23 00:11,https://www.bbc.com/news/articles/c9wrek9p24ko#1,https://www.bbc.com/news/articles/c9wrek9p24ko,A selection of news photographs from around the world.,World
"I am going to be proud one day, says teen after struggle with mental health system",2024-11-23 00:03,https://www.bbc.com/news/articles/c3de9y0y324o#1,https://www.bbc.com/news/articles/c3de9y0y324o,"Teenager Mia has struggled to get the support she needs and feels the help she now has ""came far too late"".",Health
Watch: Snowy Saturday as Storm Bert sweeps the UK,2024-11-23 14:53,https://www.bbc.com/news/videos/clyveml558zo#3,https://www.bbc.com/news/videos/clyveml558zo,"Parts of the UK are blanketed in snow, as the storm causes travel disruption and power cuts.",Lifestyle
Murder arrest after man shot dead in Birmingham,2024-11-23 12:53,https://www.bbc.com/news/articles/cy87menepe9o#3,https://www.bbc.com/news/articles/cy87menepe9o,Police say a man in his 20s was found in a car and pronounced dead at the scene.,World
Flat caps galore at Tommy Shelby lookalike contest,2024-11-23 18:00,https://www.bbc.com/news/articles/cp3n07224elo#3,https://www.bbc.com/news/articles/cp3n07224elo,More than a dozen lined up to take part in the contest in Birmingham on Saturday.,Sports
Irish justice minister praises 'bravery' of woman in Conor McGregor rape case,2024-11-23 18:33,https://www.bbc.com/news/articles/cgejwr1n2wro#3,https://www.bbc.com/news/articles/cgejwr1n2wro,"Justice Minister Helen McEntee said Nikita Hand had shown ""there is light at the end of the tunnel"".",World
